Usuario,Partido,Predicción,Resultado Real,Puntos
Innavoeg,Nueva Zelanda vs Egipto,0-2,1-3,1
Innavoeg,Noruega vs Senegal,1-1,3-2,0
Innavoeg,Panamá vs Croacia,0-2,0-1,1
Innavoeg,Portugal vs Uzbekistán,2-0,5-0,1
Innavoeg,Escocia vs Marruecos,0-2,0-1,1
Innavoeg,España vs Arabia Saudita,1-0,4-0,1
Innavoeg,Suiza vs Bosnia y Herzegovina,2-0,4-1,1
Innavoeg,Túnez vs Japón,0-2,0-4,1
Innavoeg,Turquía vs Paraguay,1-0,0-1,0
Innavoeg,Uruguay vs Cabo Verde,3-0,2-2,0
Innavoeg,Estados Unidos vs Australia,3-1,2-0,1
JIMMYLARA,Argentina vs Austria,2-1,2-0,1
JIMMYLARA,Bélgica vs Irán,1-2,0-0,0
JIMMYLARA,Brasil vs Haití,3-0,3-0,2
JIMMYLARA,Canadá vs Catar,2-1,6-0,1
JIMMYLARA,Colombia vs RD Congo,2-0,1-0,1
JIMMYLARA,República Checa vs Sudáfrica,3-1,1-1,0
JIMMYLARA,Ecuador vs Curazao,1-0,0-0,0
JIMMYLARA,Inglaterra vs Ghana,3-0,0-0,0
JIMMYLARA,Francia vs Irak,3-1,3-0,1
JIMMYLARA,Alemania vs Costa de Marfil,3-1,2-1,1
JIMMYLARA,Jordania vs Argelia,0-2,1-2,1
JIMMYLARA,México vs Corea del Sur,2-1,1-0,1
JIMMYLARA,Países Bajos vs Suecia,2-2,5-1,0
JIMMYLARA,Nueva Zelanda vs Egipto,2-0,1-3,0
JIMMYLARA,Noruega vs Senegal,2-0,3-2,1
JIMMYLARA,Panamá vs Croacia,1-2,0-1,1
JIMMYLARA,Portugal vs Uzbekistán,2-0,5-0,1
JIMMYLARA,Escocia vs Marruecos,1-2,0-1,1
JIMMYLARA,España vs Arabia Saudita,2-0,4-0,1
JIMMYLARA,Suiza vs Bosnia y Herzegovina,2-0,4-1,1
JIMMYLARA,Túnez vs Japón,1-3,0-4,1
JIMMYLARA,Turquía vs Paraguay,2-1,0-1,0
JIMMYLARA,Uruguay vs Cabo Verde,2-0,2-2,0
JIMMYLARA,Estados Unidos vs Australia,3-1,2-0,1
Jocker!,Argentina vs Austria,2-0,2-0,2
Jocker!,Bélgica vs Irán,3-0,0-0,0
Jocker!,Brasil vs Haití,3-1,3-0,1
Jocker!,Canadá vs Catar,1-0,6-0,1
Jocker!,Colombia vs RD Congo,2-1,1-0,1
Jocker!,República Checa vs Sudáfrica,1-0,1-1,0
Jocker!,Ecuador vs Curazao,3-1,0-0,0
Jocker!,Inglaterra vs Ghana,2-1,0-0,0
Jocker!,Francia vs Irak,4-1,3-0,1
Jocker!,Alemania vs Costa de Marfil,2-0,2-1,1
Jocker!,Jordania vs Argelia,1-1,1-2,0
Jocker!,México vs Corea del Sur,2-1,1-0,1
Jocker!,Países Bajos vs Suecia,2-2,5-1,0
Jocker!,Nueva Zelanda vs Egipto,1-1,1-3,0
Jocker!,Noruega vs Senegal,2-1,3-2,1
Jocker!,Panamá vs Croacia,0-2,0-1,1
Jocker!,Portugal vs Uzbekistán,2-0,5-0,1
Jocker!,Escocia vs Marruecos,1-2,0-1,1
Jocker!,España vs Arabia Saudita,3-1,4-0,1
Jocker!,Suiza vs Bosnia y Herzegovina,2-1,4-1,1
Jocker!,Túnez vs Japón,0-2,0-4,1
Jocker!,Turquía vs Paraguay,1-1,0-1,0
Jocker!,Uruguay vs Cabo Verde,2-1,2-2,0
Jocker!,Estados Unidos vs Australia,2-0,2-0,2
Juan lucio,Argentina vs Austria,3-0,2-0,1
Juan lucio,Bélgica vs Irán,2-1,0-0,0
Juan lucio,Brasil vs Haití,3-1,3-0,1
Juan lucio,Canadá vs Catar,2-0,6-0,1
Juan lucio,Colombia vs RD Congo,2-0,1-0,1
Juan lucio,República Checa vs Sudáfrica,2-1,1-1,0
Juan lucio,Ecuador vs Curazao,2-0,0-0,0
Juan lucio,Inglaterra vs Ghana,4-0,0-0,0
Juan lucio,Francia vs Irak,4-1,3-0,1
Juan lucio,Alemania vs Costa de Marfil,4-2,2-1,1
Juan lucio,Jordania vs Argelia,1-1,1-2,0
Juan lucio,México vs Corea del Sur,3-2,1-0,1
Juan lucio,Países Bajos vs Suecia,2-1,5-1,1
Juan lucio,Nueva Zelanda vs Egipto,0-2,1-3,1
Juan lucio,Noruega vs Senegal,3-1,3-2,1
Juan lucio,Panamá vs Croacia,1-2,0-1,1
Juan lucio,Portugal vs Uzbekistán,3-0,5-0,1
Juan lucio,Escocia vs Marruecos,1-2,0-1,1
Juan lucio,España vs Arabia Saudita,3-0,4-0,1
Juan lucio,Suiza vs Bosnia y Herzegovina,1-1,4-1,0
Juan lucio,Túnez vs Japón,0-2,0-4,1
Juan lucio,Turquía vs Paraguay,1-1,0-1,0
Juan lucio,Uruguay vs Cabo Verde,3-1,2-2,0
Juan lucio,Estados Unidos vs Australia,4-1,2-0,1
Juan Pablo,Argentina vs Austria,3-1,2-0,1
Juan Pablo,Bélgica vs Irán,2-1,0-0,0
Juan Pablo,Brasil vs Haití,4-0,3-0,1
Juan Pablo,Canadá vs Catar,3-0,6-0,1
Juan Pablo,Colombia vs RD Congo,3-1,1-0,1
Juan Pablo,Ecuador vs Curazao,2-1,0-0,0
Juan Pablo,Inglaterra vs Ghana,1-2,0-0,0
Juan Pablo,Francia vs Irak,3-0,3-0,2
Juan Pablo,Alemania vs Costa de Marfil,5-0,2-1,1
Juan Pablo,Jordania vs Argelia,1-2,1-2,2
Juan Pablo,México vs Corea del Sur,3-2,1-0,1
Juan Pablo,Países Bajos vs Suecia,2-1,5-1,1
Juan Pablo,Nueva Zelanda vs Egipto,0-1,1-3,1
Juan Pablo,Noruega vs Senegal,3-1,3-2,1
Juan Pablo,Panamá vs Croacia,0-2,0-1,1
Juan Pablo,Portugal vs Uzbekistán,2-1,5-0,1
Juan Pablo,Escocia vs Marruecos,1-2,0-1,1
Juan Pablo,España vs Arabia Saudita,3-1,4-0,1
Juan Pablo,Suiza vs Bosnia y Herzegovina,2-1,4-1,1
Juan Pablo,Túnez vs Japón,0-3,0-4,1
Juan Pablo,Turquía vs Paraguay,3-2,0-1,0
Juan Pablo,Uruguay vs Cabo Verde,1-0,2-2,0
Juan Pablo,Estados Unidos vs Australia,3-1,2-0,1
Lalo Camarena,Argentina vs Austria,3-0,2-0,1
Lalo Camarena,Bélgica vs Irán,3-1,0-0,0
Lalo Camarena,Brasil vs Haití,3-1,3-0,1
Lalo Camarena,Canadá vs Catar,2-0,6-0,1
Lalo Camarena,Colombia vs RD Congo,3-1,1-0,1
Lalo Camarena,República Checa vs Sudáfrica,2-1,1-1,0
Lalo Camarena,Ecuador vs Curazao,2-0,0-0,0
Lalo Camarena,Inglaterra vs Ghana,3-1,0-0,0
Lalo Camarena,Francia vs Irak,3-0,3-0,2
Lalo Camarena,Alemania vs Costa de Marfil,3-1,2-1,1
Lalo Camarena,Jordania vs Argelia,0-1,1-2,1
Lalo Camarena,México vs Corea del Sur,2-1,1-0,1
Lalo Camarena,Países Bajos vs Suecia,2-2,5-1,0
Lalo Camarena,Nueva Zelanda vs Egipto,1-2,1-3,1
Lalo Camarena,Noruega vs Senegal,2-1,3-2,1
Lalo Camarena,Panamá vs Croacia,1-2,0-1,1
Lalo Camarena,Portugal vs Uzbekistán,3-0,5-0,1
Lalo Camarena,Escocia vs Marruecos,0-2,0-1,1
Lalo Camarena,España vs Arabia Saudita,3-1,4-0,1
Lalo Camarena,Suiza vs Bosnia y Herzegovina,2-1,4-1,1
Lalo Camarena,Túnez vs Japón,1-3,0-4,1
Lalo Camarena,Turquía vs Paraguay,2-0,0-1,0
Lalo Camarena,Uruguay vs Cabo Verde,2-0,2-2,0
Lalo Camarena,Estados Unidos vs Australia,3-1,2-0,1
Luis lucha,Argentina vs Austria,2-2,2-0,0
Luis lucha,Bélgica vs Irán,0-2,0-0,0
Luis lucha,Brasil vs Haití,4-1,3-0,1
Luis lucha,Canadá vs Catar,1-1,6-0,0
Luis lucha,Colombia vs RD Congo,2-3,1-0,0
Luis lucha,República Checa vs Sudáfrica,1-2,1-1,0
Luis lucha,Ecuador vs Curazao,3-0,0-0,0
Luis lucha,Inglaterra vs Ghana,2-2,0-0,1
Luis lucha,Francia vs Irak,3-1,3-0,1
Luis lucha,Alemania vs Costa de Marfil,2-0,2-1,1
Luis lucha,Jordania vs Argelia,1-2,1-2,2
Luis lucha,México vs Corea del Sur,1-1,1-0,0
Luis lucha,Países Bajos vs Suecia,0-2,5-1,0
Luis lucha,Nueva Zelanda vs Egipto,0-1,1-3,1
Luis lucha,Noruega vs Senegal,0-0,3-2,0
Luis lucha,Panamá vs Croacia,0-0,0-1,0
Luis lucha,Portugal vs Uzbekistán,3-1,5-0,1
Luis lucha,Escocia vs Marruecos,1-2,0-1,1
Luis lucha,España vs Arabia Saudita,1-0,4-0,1
Luis lucha,Suiza vs Bosnia y Herzegovina,2-0,4-1,1
Luis lucha,Túnez vs Japón,1-2,0-4,1
Luis lucha,Turquía vs Paraguay,1-3,0-1,1
Luis lucha,Uruguay vs Cabo Verde,0-0,2-2,1
Luis lucha,Estados Unidos vs Australia,2-1,2-0,1
Oscar herrera,Argentina vs Austria,2-0,2-0,2
Oscar herrera,Bélgica vs Irán,2-1,0-0,0
Oscar herrera,Brasil vs Haití,3-0,3-0,2
Oscar herrera,Canadá vs Catar,1-0,6-0,1
Oscar herrera,Colombia vs RD Congo,2-0,1-0,1
Oscar herrera,República Checa vs Sudáfrica,2-0,1-1,0
Oscar herrera,Ecuador vs Curazao,2-1,0-0,0
Oscar herrera,Inglaterra vs Ghana,3-0,0-0,0
Oscar herrera,Francia vs Irak,3-0,3-0,2
Oscar herrera,Alemania vs Costa de Marfil,4-0,2-1,1
Oscar herrera,Jordania vs Argelia,1-2,1-2,2
Oscar herrera,México vs Corea del Sur,2-2,1-0,0
Oscar herrera,Países Bajos vs Suecia,2-1,5-1,1
Oscar herrera,Nueva Zelanda vs Egipto,1-2,1-3,1
Oscar herrera,Noruega vs Senegal,2-0,3-2,1
Oscar herrera,Panamá vs Croacia,3-1,0-1,0
Oscar herrera,Portugal vs Uzbekistán,2-0,5-0,1
Oscar herrera,Escocia vs Marruecos,0-2,0-1,1
Oscar herrera,España vs Arabia Saudita,2-0,4-0,1
Oscar herrera,Suiza vs Bosnia y Herzegovina,2-1,4-1,1
Oscar herrera,Túnez vs Japón,0-2,0-4,1
Oscar herrera,Turquía vs Paraguay,1-1,0-1,0
Oscar herrera,Uruguay vs Cabo Verde,2-0,2-2,0
Oscar herrera,Estados Unidos vs Australia,2-0,2-0,2
Paty Baez,Argentina vs Austria,3-2,2-0,1
Paty Baez,Bélgica vs Irán,2-1,0-0,0
Paty Baez,Brasil vs Haití,3-1,3-0,1
Paty Baez,Canadá vs Catar,1-1,6-0,0
Paty Baez,Colombia vs RD Congo,2-1,1-0,1
Paty Baez,República Checa vs Sudáfrica,1-1,1-1,2
Paty Baez,Ecuador vs Curazao,1-1,0-0,1
Paty Baez,Inglaterra vs Ghana,3-0,0-0,0
Paty Baez,Francia vs Irak,3-1,3-0,1
Paty Baez,Alemania vs Costa de Marfil,5-1,2-1,1
Paty Baez,Jordania vs Argelia,1-2,1-2,2
Paty Baez,México vs Corea del Sur,2-2,1-0,0
Paty Baez,Países Bajos vs Suecia,3-2,5-1,1
Paty Baez,Nueva Zelanda vs Egipto,1-1,1-3,0
Paty Baez,Noruega vs Senegal,3-1,3-2,1
Paty Baez,Panamá vs Croacia,1-2,0-1,1
Paty Baez,Portugal vs Uzbekistán,2-0,5-0,1
Paty Baez,Escocia vs Marruecos,2-2,0-1,0
Paty Baez,España vs Arabia Saudita,2-0,4-0,1
Paty Baez,Suiza vs Bosnia y Herzegovina,2-1,4-1,1
Paty Baez,Túnez vs Japón,1-2,0-4,1
Paty Baez,Turquía vs Paraguay,1-1,0-1,0
Paty Baez,Uruguay vs Cabo Verde,2-1,2-2,0
Paty Baez,Estados Unidos vs Australia,2-1,2-0,1
Ponchovsky,Argentina vs Austria,2-1,2-0,1
Ponchovsky,Bélgica vs Irán,1-2,0-0,0
Ponchovsky,Brasil vs Haití,1-1,3-0,0
Ponchovsky,Canadá vs Catar,1-1,6-0,0
Ponchovsky,Colombia vs RD Congo,1-1,1-0,0
Ponchovsky,República Checa vs Sudáfrica,2-0,1-1,0
Ponchovsky,Ecuador vs Curazao,1-1,0-0,1
Ponchovsky,Inglaterra vs Ghana,2-2,0-0,1
Ponchovsky,Francia vs Irak,2-1,3-0,1
Ponchovsky,Alemania vs Costa de Marfil,4-1,2-1,1
Ponchovsky,Jordania vs Argelia,1-1,1-2,0
Ponchovsky,México vs Corea del Sur,1-2,1-0,0
Ponchovsky,Países Bajos vs Suecia,1-1,5-1,0
Ponchovsky,Nueva Zelanda vs Egipto,1-1,1-3,0
Ponchovsky,Noruega vs Senegal,1-1,3-2,0
Ponchovsky,Panamá vs Croacia,1-1,0-1,0
Ponchovsky,Portugal vs Uzbekistán,2-1,5-0,1
Ponchovsky,Escocia vs Marruecos,1-2,0-1,1
Ponchovsky,España vs Arabia Saudita,1-1,4-0,0
Ponchovsky,Suiza vs Bosnia y Herzegovina,1-0,4-1,1
Ponchovsky,Túnez vs Japón,1-2,0-4,1
Ponchovsky,Turquía vs Paraguay,2-0,0-1,0
Ponchovsky,Uruguay vs Cabo Verde,2-1,2-2,0
Ponchovsky,Estados Unidos vs Australia,2-0,2-0,2
Ricardo,Argentina vs Austria,2-0,2-0,2
Ricardo,Bélgica vs Irán,1-2,0-0,0
Ricardo,Brasil vs Haití,2-0,3-0,1
Ricardo,Canadá vs Catar,1-0,6-0,1
Ricardo,Colombia vs RD Congo,2-1,1-0,1
Ricardo,República Checa vs Sudáfrica,2-1,1-1,0
Ricardo,Ecuador vs Curazao,1-0,0-0,0
Ricardo,Inglaterra vs Ghana,2-0,0-0,0
Ricardo,Francia vs Irak,3-0,3-0,2
Ricardo,Alemania vs Costa de Marfil,3-1,2-1,1
Ricardo,Jordania vs Argelia,0-0,1-2,0
Ricardo,México vs Corea del Sur,2-2,1-0,0
Ricardo,Países Bajos vs Suecia,1-1,5-1,0
Ricardo,Nueva Zelanda vs Egipto,1-1,1-3,0
Ricardo,Noruega vs Senegal,2-0,3-2,1
Ricardo,Panamá vs Croacia,0-1,0-1,2
Ricardo,Portugal vs Uzbekistán,2-0,5-0,1
Ricardo,Escocia vs Marruecos,0-2,0-1,1
Ricardo,España vs Arabia Saudita,0-2,4-0,0
Ricardo,Suiza vs Bosnia y Herzegovina,2-0,4-1,1
Ricardo,Túnez vs Japón,1-2,0-4,1
Ricardo,Turquía vs Paraguay,1-1,0-1,0
Ricardo,Uruguay vs Cabo Verde,1-1,2-2,1
Ricardo,Estados Unidos vs Australia,1-0,2-0,1
SHIFTY TWIMS,Argentina vs Austria,3-1,2-0,1
SHIFTY TWIMS,Bélgica vs Irán,3-1,0-0,0
SHIFTY TWIMS,Brasil vs Haití,3-0,3-0,2
SHIFTY TWIMS,Canadá vs Catar,2-0,6-0,1
SHIFTY TWIMS,Colombia vs RD Congo,2-0,1-0,1
SHIFTY TWIMS,República Checa vs Sudáfrica,2-0,1-1,0
SHIFTY TWIMS,Ecuador vs Curazao,2-1,0-0,0
SHIFTY TWIMS,Inglaterra vs Ghana,3-1,0-0,0
SHIFTY TWIMS,Francia vs Irak,4-1,3-0,1
SHIFTY TWIMS,Alemania vs Costa de Marfil,5-1,2-1,1
SHIFTY TWIMS,Jordania vs Argelia,1-1,1-2,0
SHIFTY TWIMS,México vs Corea del Sur,2-1,1-0,1
SHIFTY TWIMS,Países Bajos vs Suecia,2-2,5-1,0
SHIFTY TWIMS,Nueva Zelanda vs Egipto,1-3,1-3,2
SHIFTY TWIMS,Noruega vs Senegal,2-0,3-2,1
SHIFTY TWIMS,Panamá vs Croacia,1-2,0-1,1
SHIFTY TWIMS,Portugal vs Uzbekistán,3-0,5-0,1
SHIFTY TWIMS,Escocia vs Marruecos,1-3,0-1,1
SHIFTY TWIMS,España vs Arabia Saudita,2-0,4-0,1
SHIFTY TWIMS,Suiza vs Bosnia y Herzegovina,2-1,4-1,1
SHIFTY TWIMS,Túnez vs Japón,1-2,0-4,1
SHIFTY TWIMS,Turquía vs Paraguay,2-0,0-1,0
SHIFTY TWIMS,Uruguay vs Cabo Verde,2-0,2-2,0
SHIFTY TWIMS,Estados Unidos vs Australia,3-0,2-0,1
Yankee,Argentina vs Austria,2-1,2-0,1
Yankee,Bélgica vs Irán,2-1,0-0,0
Yankee,Brasil vs Haití,4-0,3-0,1
Yankee,Canadá vs Catar,2-0,6-0,1
Yankee,Colombia vs RD Congo,3-1,1-0,1
Yankee,República Checa vs Sudáfrica,1-1,1-1,2
Yankee,Ecuador vs Curazao,2-1,0-0,0
Yankee,Inglaterra vs Ghana,3-1,0-0,0
Yankee,Francia vs Irak,4-1,3-0,1
Yankee,Alemania vs Costa de Marfil,3-1,2-1,1
Yankee,Jordania vs Argelia,1-2,1-2,2
Yankee,México vs Corea del Sur,3-1,1-0,1
Yankee,Países Bajos vs Suecia,1-2,5-1,0
Yankee,Nueva Zelanda vs Egipto,1-2,1-3,1
Yankee,Noruega vs Senegal,2-0,3-2,1
Yankee,Panamá vs Croacia,1-3,0-1,1
Yankee,Portugal vs Uzbekistán,4-0,5-0,1
Yankee,Escocia vs Marruecos,1-2,0-1,1
Yankee,España vs Arabia Saudita,4-0,4-0,2
Yankee,Suiza vs Bosnia y Herzegovina,2-1,4-1,1
Yankee,Túnez vs Japón,1-2,0-4,1
Yankee,Turquía vs Paraguay,1-0,0-1,0
Yankee,Uruguay vs Cabo Verde,2-0,2-2,0
Yankee,Estados Unidos vs Australia,2-1,2-0,1
